Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
NA18909,Y027,YRI,"Yoruba in Ibadan, Nigeria",female,mother,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,16770377900.0,5.76,BGI,ILLUMINA,13208886270.0,0.775529,0.0009400000000000001,0.00065,0.00099,,0.00093,,0.0009,,0.82,0.81,1.0,1.0,1.0,1.0,1.0,,1.0,438.23,,,AFR,African
NA18910,Y027,YRI,"Yoruba in Ibadan, Nigeria",male,father,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,25293911652.0,6.63,BI,ILLUMINA,14325967928.0,0.9248280000000001,,,2e-05,,0.00317,0.00175,0.0033299999999999996,,0.83,0.87,1.0,1.0,1.0,1.0,1.0,,1.0,24.09,,,AFR,African
NA18911,Y027,YRI,"Yoruba in Ibadan, Nigeria",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,AFR,African
NA18912,Y028,YRI,"Yoruba in Ibadan, Nigeria",female,mother,,,,,,,,,1.0,"ABI_SOLID,ILLUMINA","BI,MPIMG",,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,46719489303.0,11.74,BI,ILLUMINA,25547455784.0,0.931378,0.00057,1e-05,0.00064,,0.00016,2e-05,0.00016999999999999999,,1.01,0.93,1.0,1.0,1.0,1.0,1.0,,1.0,176.54,,,AFR,African
NA18913,Y028,YRI,"Yoruba in Ibadan, Nigeria",male,father,NA19238,,,,,NA19240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,AFR,African
NA18914,Y028,YRI,"Yoruba in Ibadan, Nigeria",male,child,,,,NA19238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,AFR,African
NA18915,Y029,YRI,"Yoruba in Ibadan, Nigeria",male,father,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,ILLUMINA,ILLUMINA,23323102300.0,8.29,BGI,ILLUMINA,13342257400.0,0.9472309999999999,0.00695,0.00795,,,0.0006900000000000001,0.00018999999999999998,,,0.83,0.85,1.0,1.0,1.0,,,,,288.55,LCL,,AFR,African
NA18916,Y030,YRI,"Yoruba in Ibadan, Nigeria",female,mother,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,21723202100.0,7.43,BGI,ILLUMINA,11473819470.0,0.767304,0.00151,0.0009400000000000001,0.00149,,0.00088,0.00013000000000000002,0.00086,,0.81,0.82,1.0,1.0,1.0,1.0,1.0,,1.0,218.6,,,AFR,African
NA18917,Y030,YRI,"Yoruba in Ibadan, Nigeria",male,father,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,WUGSC,ILLUMINA,16952280500.0,5.53,WUGSC,ILLUMINA,9090471500.0,0.8557020000000001,0.00016999999999999999,,0.00015,,0.0013599999999999999,1e-05,0.00054,,0.86,0.78,1.0,1.0,1.0,1.0,1.0,,1.0,78.19,,,AFR,African
NA18923,Y033,YRI,"Yoruba in Ibadan, Nigeria",male,father,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,WUGSC,ILLUMINA,15790304900.0,5.32,WUGSC,ILLUMINA,8476437000.0,0.8360709999999999,0.00018999999999999998,,0.00022999999999999998,,0.0011099999999999999,,0.00095,,0.87,0.85,1.0,1.0,1.0,1.0,1.0,,1.0,63.72,,,AFR,African
NA18924,Y033,YRI,"Yoruba in Ibadan, Nigeria",female,mother,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,1.0,WUGSC,ILLUMINA,19202599800.0,6.29,WUGSC,ILLUMINA,10437026600.0,0.856253,0.0004,0.00036,0.00042,,0.00074,,0.00029,,0.89,0.79,1.0,1.0,1.0,1.0,1.0,,1.0,46.48,,,AFR,African
NA18925,Y033,YRI,"Yoruba in Ibadan, Nigeria",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,AFR,African
NA18930,Y030,YRI,"Yoruba in Ibadan, Nigeria",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,AFR,African
NA18933,Y036,YRI,"Yoruba in Ibadan, Nigeria",female,mother,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,1.0,WUGSC,ILLUMINA,17375305500.0,5.8,WUGSC,ILLUMINA,11204503400.0,0.880289,0.00029,,0.00032,,0.0005,1e-05,0.00033,,0.86,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,126.38,,,AFR,African
NA18934,Y036,YRI,"Yoruba in Ibadan, Nigeria",male,father,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,WUGSC,ILLUMINA,12659341200.0,4.32,WUGSC,ILLUMINA,9436744300.0,0.8340790000000001,0.00013000000000000002,,2e-05,,0.00015,,0.0001,,0.85,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,150.81,,,AFR,African
NA18935,Y036,YRI,"Yoruba in Ibadan, Nigeria",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,AFR,African
NA18939,NA18939,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,49534590389.0,16.47,BCM,ILLUMINA,7327385471.0,0.896157,0.0145,0.01365,0.01464,,0.00063,0.00037999999999999997,0.00047999999999999996,,0.89,1.08,1.0,1.0,1.0,1.0,1.0,,1.0,212.75,,,EAS,East Asian
NA18940,NA18940,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,19019607700.0,6.47,BGI,ILLUMINA,9765023400.0,0.769937,0.001,0.00072,0.0010199999999999999,,0.00179,,0.00156,,0.84,0.81,1.0,1.0,1.0,1.0,1.0,,1.0,159.68,,,EAS,East Asian
NA18941,NA18941,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,17908317000.0,6.11,BCM,ILLUMINA,7940137927.0,0.9398049999999999,0.00823,0.00735,0.00826,,0.00227,1e-05,0.0019100000000000002,,0.84,1.02,1.0,1.0,1.0,1.0,1.0,,1.0,218.39,,,EAS,East Asian
NA18942,NA18942,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,22798757100.0,7.61,BGI,ILLUMINA,10864306800.0,0.7740239999999999,0.00162,0.0009599999999999999,0.0015300000000000001,,0.01265,0.00671,0.01245,,0.98,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,229.54,,,EAS,East Asian
NA18943,NA18943,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,17870845000.0,6.08,BGI,ILLUMINA,12182342940.0,0.771369,0.00093,0.00049,0.001,,0.00266,,0.00223,,0.85,0.82,1.0,1.0,1.0,1.0,1.0,,1.0,102.68,,,EAS,East Asian
NA18944,NA18944,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,17505763100.0,5.97,BGI,ILLUMINA,10468113930.0,0.76471,0.00186,0.00137,0.0019399999999999999,,0.01459,0.00498,0.01494,,0.84,0.82,1.0,1.0,1.0,1.0,1.0,,1.0,118.72,,,EAS,East Asian
NA18945,NA18945,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,22777209220.0,7.65,BGI,ILLUMINA,11959123590.0,0.7647430000000001,0.00108,0.00066,0.0011,,0.00288,0.00059,0.0029100000000000003,,0.89,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,196.25,,,EAS,East Asian
NA18946,NA18946,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,39186228056.0,13.29,BCM,ILLUMINA,7412368285.0,0.9023399999999999,0.015590000000000001,0.0138,0.01542,,0.0015300000000000001,0.001,0.00161,,0.92,1.13,1.0,1.0,1.0,1.0,1.0,,1.0,457.6,,,EAS,East Asian
NA18947,NA18947,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,17583378400.0,6.0,BGI,ILLUMINA,10670373630.0,0.7579819999999999,0.0020399999999999997,0.0012900000000000001,0.00202,,0.0012699999999999999,,0.00109,,0.84,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,149.6,,,EAS,East Asian
NA18948,NA18948,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,16253820400.0,5.54,BGI,ILLUMINA,9543349800.0,0.769301,0.00114,0.00066,0.00114,,0.0009400000000000001,,0.0015,,0.84,0.81,1.0,1.0,1.0,1.0,1.0,,1.0,37.04,,,EAS,East Asian
NA18949,NA18949,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,14350802000.0,4.92,BGI,ILLUMINA,11695479120.0,0.7699020000000001,0.00139,0.0011,0.00147,,0.00182,2e-05,0.00212,,0.84,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,69.3,,,EAS,East Asian
NA18950,NA18950,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,38467866868.0,9.16,BI,ILLUMINA,17702048592.0,0.8300770000000001,0.00013000000000000002,0.00021,0.00029,,0.00079,5e-05,0.0008,,0.87,0.81,1.0,1.0,1.0,1.0,,,1.0,36.62,,,EAS,East Asian
NA18951,NA18951,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,16089026400.0,5.49,BGI,ILLUMINA,12568432050.0,0.77687,0.00095,0.00053,0.00116,,0.00999,0.00157,0.01005,,0.85,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,75.23,,,EAS,East Asian
NA18952,NA18952,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,1.0,1.0,1.0,SC,ILLUMINA,20242065800.0,6.87,BGI,ILLUMINA,10755484740.0,0.768009,0.0022600000000000003,0.0013599999999999999,0.00224,,0.0026899999999999997,1e-05,0.0026,,0.84,0.82,1.0,1.0,1.0,1.0,1.0,,1.0,54.08,,,EAS,East Asian
NA18953,NA18953,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,BI,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,21999037292.0,4.31,BI,ILLUMINA,20537617560.0,0.9420799999999999,0.00033999999999999997,0.00015,0.00033,,9e-05,,0.00027,,0.87,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,98.48,,,EAS,East Asian
NA18954,NA18954,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,15440541852.0,5.3,BCM,ILLUMINA,6353645986.0,0.895819,0.01296,0.01184,0.01265,,0.00086,5e-05,0.0009599999999999999,,0.85,1.21,1.0,1.0,1.0,1.0,1.0,,1.0,101.03,,,EAS,East Asian
NA18955,NA18955,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,34474880248.0,11.73,,,,,,,,,0.00157,0.0008,0.00165,,0.87,,1.0,,,1.0,1.0,,1.0,138.67,,,EAS,East Asian
NA18956,NA18956,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,17254740800.0,5.87,BCM,ILLUMINA,9098365123.0,0.8949959999999999,0.00985,0.00861,0.01001,,0.00577,0.00011999999999999999,0.005220000000000001,,0.84,0.95,1.0,1.0,1.0,1.0,1.0,,1.0,198.29,,,EAS,East Asian
NA18957,NA18957,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,26959360461.0,9.13,BCM,ILLUMINA,4146380169.0,0.802756,0.01201,0.010190000000000001,0.01235,,0.0014199999999999998,0.00057,0.00157,,0.94,1.15,1.0,1.0,1.0,1.0,1.0,,1.0,106.12,,,EAS,East Asian
NA18959,NA18959,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,BI,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,46194296401.0,13.16,BI,ILLUMINA,16045090892.0,0.931248,0.00054,0.00039,0.0005099999999999999,,0.00246,0.0018399999999999998,0.00262,,0.94,0.86,1.0,1.0,1.0,1.0,1.0,,1.0,138.75,,,EAS,East Asian
NA18960,NA18960,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,BI,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,45670646383.0,13.44,BI,ILLUMINA,19403095412.0,0.935234,0.00059,0.00015,0.00047999999999999996,,0.00413,0.0031899999999999997,0.00434,,1.13,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,321.05,,,EAS,East Asian
NA18961,NA18961,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,BI,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,17139429484.0,4.19,BI,ILLUMINA,11694842684.0,0.923525,0.0006,0.0003,0.00057,,0.00063,,0.00124,,1.13,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,25.07,,,EAS,East Asian
NA18962,NA18962,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,21856463125.0,7.47,BCM,ILLUMINA,5567603588.0,0.88721,0.01,0.008870000000000001,0.01015,,0.0008300000000000001,0.00026000000000000003,0.00084,,0.9,1.09,1.0,1.0,1.0,1.0,1.0,,1.0,105.08,,,EAS,East Asian
NA18963,NA18963,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,30840919108.0,10.01,BCM,ILLUMINA,8513607948.0,0.889761,0.01324,0.01157,0.0134,,0.00033,1e-05,9e-05,,0.9,1.06,1.0,1.0,1.0,1.0,1.0,,1.0,712.48,,,EAS,East Asian
NA18964,NA18964,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,BI,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,13625736912.0,4.11,BI,ILLUMINA,18804225520.0,0.9375600000000001,0.00044,0.00033,0.0006,,0.00086,,0.0005200000000000001,,1.0,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,26.47,,,EAS,East Asian
NA18965,NA18965,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,1.0,1.0,1.0,SC,ILLUMINA,18034503108.0,6.18,BCM,ILLUMINA,6887697424.0,0.8290489999999999,0.02271,0.01896,0.02411,,0.00324,,0.00294,,0.85,1.02,1.0,1.0,1.0,1.0,1.0,,1.0,55.62,,,EAS,East Asian
NA18966,NA18966,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ABI_SOLID,MPIMG,ILLUMINA,WUGSC,1.0,1.0,,1.0,MPIMG,ILLUMINA,21796145420.0,7.56,WUGSC,ILLUMINA,9975613400.0,0.862928,0.0017699999999999999,0.00103,0.00175,,0.0010400000000000001,,0.00078,,0.85,0.78,1.0,1.0,1.0,1.0,1.0,,1.0,77.28,,,EAS,East Asian
NA18967,NA18967,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,,,,1.0,,,ILLUMINA,WUGSC,,,,,WUGSC,ILLUMINA,16732147100.0,5.57,WUGSC,ILLUMINA,10979300900.0,0.868079,0.00075,0.00029,0.0007599999999999999,,0.0009400000000000001,2e-05,0.00109,,0.91,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,145.79,,,EAS,East Asian
NA18968,NA18968,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,,WUGSC,ILLUMINA,31961340700.0,11.07,WUGSC,ILLUMINA,9854205300.0,0.8769969999999999,0.00055,0.00035,0.00049,,0.00358,0.0021899999999999997,0.0035299999999999997,,0.92,0.79,1.0,1.0,1.0,1.0,1.0,,1.0,72.83,,,EAS,East Asian
NA18969,NA18969,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,LS454,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,,,ILLUMINA,WUGSC,,,,,WUGSC,ILLUMINA,10110047000.0,3.09,WUGSC,ILLUMINA,10246969700.0,0.863532,1e-05,,0.00014,,0.00035,,1e-05,,0.89,0.79,1.0,1.0,1.0,1.0,1.0,,1.0,23.95,,,EAS,East Asian
NA18970,NA18970,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,LS454,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,,,ILLUMINA,WUGSC,,,,,WUGSC,ILLUMINA,15923023100.0,5.22,WUGSC,ILLUMINA,10711543100.0,0.8722280000000001,4e-05,,5.9999999999999995e-05,,0.00063,2e-05,9e-05,,0.88,0.78,1.0,1.0,1.0,1.0,1.0,,1.0,41.9,,,EAS,East Asian
NA18971,NA18971,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,,,,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,1.0,1.0,,WUGSC,ILLUMINA,36082042600.0,12.55,WUGSC,ILLUMINA,11621655900.0,0.858973,0.00043,0.00022,0.00033999999999999997,,0.00025,2e-05,0.00022999999999999998,,0.94,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,337.73,,,EAS,East Asian
NA18972,NA18972,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,,,ILLUMINA,WUGSC,,,,,WUGSC,ILLUMINA,16483272300.0,5.5,WUGSC,ILLUMINA,9492988400.0,0.8499950000000001,0.0001,,7e-05,,0.00106,,0.00073,,0.96,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,45.18,,,EAS,East Asian
NA18973,NA18973,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,,,1.0,SC,ILLUMINA,15742196700.0,5.38,WUGSC,ILLUMINA,10201265700.0,0.8633569999999999,0.0003,,0.00028,,0.00198,,0.002,,0.84,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,184.74,,,EAS,East Asian
NA18974,NA18974,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,1.0,1.0,,WUGSC,ILLUMINA,37155122300.0,12.76,WUGSC,ILLUMINA,9367139300.0,0.8615139999999999,0.001,0.0008699999999999999,0.00105,,0.0001,,7e-05,,0.91,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,578.69,,,EAS,East Asian
NA18975,NA18975,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,,WUGSC,ILLUMINA,30559141700.0,10.69,WUGSC,ILLUMINA,9730942500.0,0.873817,0.00018999999999999998,,0.00025,,0.00013000000000000002,,2.9999999999999997e-05,,0.93,0.76,1.0,1.0,1.0,1.0,1.0,,1.0,360.81,,,EAS,East Asian
NA18976,NA18976,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,,WUGSC,ILLUMINA,38736747000.0,13.52,WUGSC,ILLUMINA,10128013200.0,0.8652219999999999,0.00029,,0.00032,,0.00016999999999999999,1e-05,7e-05,,0.93,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,308.42,,,EAS,East Asian
NA18977,NA18977,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ILLUMINA,SC,,,1.0,1.0,1.0,1.0,SC,ILLUMINA,19152808604.0,6.39,BCM,ILLUMINA,8734608472.0,0.894077,0.02018,0.019030000000000002,0.02044,,0.00037,,0.0005099999999999999,,0.92,1.11,1.0,1.0,1.0,1.0,1.0,,1.0,98.11,,,EAS,East Asian
NA18978,NA18978,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,MPIMG,ABI_SOLID,BCM,1.0,,,1.0,MPIMG,ILLUMINA,23768478369.0,8.26,BCM,ILLUMINA,7178040710.0,0.9007959999999999,0.01326,0.012980000000000002,0.0133,,0.0007599999999999999,,0.0007700000000000001,,0.85,1.21,1.0,1.0,1.0,1.0,1.0,,1.0,58.46,,,EAS,East Asian
NA18979,NA18979,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,32771264869.0,11.18,BCM,ILLUMINA,6270392393.0,0.881014,0.01086,0.01014,0.011040000000000001,,0.00124,0.00062,0.00128,,0.96,0.88,1.0,1.0,1.0,1.0,1.0,,1.0,273.83,,,EAS,East Asian
NA18980,NA18980,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,SC,,,,1.0,ILLUMINA,SC,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,26446954488.0,8.8,BCM,ILLUMINA,10486917264.0,0.918042,0.01577,0.01323,0.016,,0.0011300000000000001,7e-05,0.0010400000000000001,,0.85,1.1,1.0,1.0,1.0,1.0,1.0,,1.0,183.54,,,EAS,East Asian
NA18981,NA18981,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,1.0,ILLUMINA,WUGSC,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,,WUGSC,ILLUMINA,27483340300.0,9.69,WUGSC,ILLUMINA,10623979100.0,0.848289,2.9999999999999997e-05,,5.9999999999999995e-05,,0.00018999999999999998,,0.00022999999999999998,,0.93,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,248.85,,,EAS,East Asian
NA18982,NA18982,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,36140337380.0,9.02,BI,ILLUMINA,23185431036.0,0.9329,0.00047999999999999996,,0.00045,,0.0024,0.00022999999999999998,0.00231,,0.99,0.92,1.0,1.0,1.0,1.0,,,1.0,69.75,,,EAS,East Asian
